VF[S]LK[V]MF[O]	base-vlight	2	5	Der Mensch macht einen Fehler .
VF[O]LK[V]MF[S]	base-vlight	5	2	Einen Fehler macht der Mensch .
LK[V]MF[SO]	base-vlight	4	6	Deshalb macht der Mensch einen Fehler .
LK[V]MF[SO]Q	base-vlight	3	5	Macht der Mensch einen Fehler ?
MF[SO]VC[V]	base-vlight	3	5	Weil der Mensch einen Fehler macht .
VF[S]LK[V]MF[O]	base-vlight	2	5	Der Gauner begeht ein Verbrechen .
VF[O]LK[V]MF[S]	base-vlight	5	2	Ein Verbrechen begeht der Gauner .
LK[V]MF[SO]	base-vlight	4	6	Deshalb begeht der Gauner ein Verbrechen .
LK[V]MF[SO]Q	base-vlight	3	5	Begeht der Gauner ein Verbrechen ?
MF[SO]VC[V]	base-vlight	3	5	Weil der Gauner ein Verbrechen begeht .
VF[S]LK[V]MF[O]	base-vlight	2	5	Die Chefinnen treffen eine Entscheidung .
VF[O]LK[V]MF[S]	base-vlight	5	2	Eine Entscheidung treffen die Chefinnen .
LK[V]MF[SO]	base-vlight	4	6	Deshalb treffen die Chefinnen eine Entscheidung .
LK[V]MF[SO]Q	base-vlight	3	5	Treffen die Chefinnen eine Entscheidung ?
MF[SO]VC[V]	base-vlight	3	5	Weil die Chefinnen eine Entscheidung treffen .
VF[S]LK[V]MF[O]	base-vlight	2	5	Der Anwalt stellt einen Antrag .
VF[O]LK[V]MF[S]	base-vlight	5	2	Einen Antrag stellt der Anwalt .
LK[V]MF[SO]	base-vlight	4	6	Deshalb stellt der Anwalt einen Antrag .
LK[V]MF[SO]Q	base-vlight	3	5	Stellt der Anwalt einen Antrag ?
MF[SO]VC[V]	base-vlight	3	5	Weil der Anwalt einen Antrag stellt .
VF[S]LK[V]MF[O]	base-vlight	2	5	Die Schüler stellen eine Frage .
VF[O]LK[V]MF[S]	base-vlight	5	2	Eine Frage stellen die Schüler .
LK[V]MF[SO]	base-vlight	4	6	Deshalb stellen die Schüler eine Frage .
LK[V]MF[SO]Q	base-vlight	3	5	Stellen die Schüler eine Frage ?
MF[SO]VC[V]	base-vlight	3	5	Weil die Schüler eine Frage stellen .
VF[S]LK[V]MF[O]	base-vlight	2	5	Der Sachbearbeiter erteilt einen Auftrag .
VF[O]LK[V]MF[S]	base-vlight	5	2	Einen Auftrag erteilt der Sachbearbeiter .
LK[V]MF[SO]	base-vlight	4	6	Deshalb erteilt der Sachbearbeiter einen Auftrag .
LK[V]MF[SO]Q	base-vlight	3	5	Erteilt der Sachbearbeiter einen Auftrag ?
MF[SO]VC[V]	base-vlight	3	5	Weil der Sachbearbeiter einen Auftrag erteilt .
VF[S]LK[V]MF[O]	base-vlight	2	5	Die Tiere spielen eine Rolle .
VF[O]LK[V]MF[S]	base-vlight	5	2	Eine Rolle spielen die Tiere .
LK[V]MF[SO]	base-vlight	4	6	Deshalb spielen die Tiere eine Rolle .
LK[V]MF[SO]Q	base-vlight	3	5	Spielen die Tiere eine Rolle ?
MF[SO]VC[V]	base-vlight	3	5	Weil die Tiere eine Rolle spielen .
VF[S]LK[V]MF[O]	base-vlight	2	4	Die Kollegen nehmen Rücksicht .
VF[O]LK[V]MF[S]	base-vlight	4	1	Rücksicht nehmen die Kollegen .
LK[V]MF[SO]	base-vlight	4	5	Deshalb nehmen die Kollegen Rücksicht .
LK[V]MF[SO]Q	base-vlight	3	4	Nehmen die Kollegen Rücksicht ?
MF[SO]VC[V]	base-vlight	3	4	Weil die Kollegen Rücksicht nehmen .
VF[S]LK[V]MF[O]	base-vlight	2	4	Die Freundinnen nehmen Abschied .
VF[O]LK[V]MF[S]	base-vlight	4	1	Abschied nehmen die Freundinnen .
LK[V]MF[SO]	base-vlight	4	5	Deshalb nehmen die Freundinnen Abschied .
LK[V]MF[SO]Q	base-vlight	3	4	Nehmen die Freundinnen Abschied ?
MF[SO]VC[V]	base-vlight	3	4	Weil die Freundinnen Abschied nehmen .
VF[S]LK[V]MF[O]	base-vlight	2	4	Der Kandidat hegt Hoffnungen .
VF[O]LK[V]MF[S]	base-vlight	4	1	Hoffnungen hegt der Kandidat .
LK[V]MF[SO]	base-vlight	4	5	Deshalb hegt der Kandidat Hoffnungen .
LK[V]MF[SO]Q	base-vlight	3	4	Hegt der Kandidat Hoffnungen ?
MF[SO]VC[V]	base-vlight	3	4	Weil der Kandidat Hoffnungen hegt .
VF[S]LK[V]MF[O]	base-vlight	2	4	Die Politiker nehmen Einfluss .
VF[O]LK[V]MF[S]	base-vlight	4	1	Einfluss nehmen die Politiker .
LK[V]MF[SO]	base-vlight	4	5	Deshalb nehmen die Politiker Einfluss .
LK[V]MF[SO]Q	base-vlight	3	4	Nehmen die Politiker Einfluss ?
MF[SO]VC[V]	base-vlight	3	4	Weil die Politiker Einfluss nehmen .
VF[S]LK[V]MF[O]	base-vlight	2	4	Die Gefangenen leisten Widerstand .
VF[O]LK[V]MF[S]	base-vlight	4	1	Widerstand leisten die Gefangenen .
LK[V]MF[SO]	base-vlight	4	5	Deshalb leisten die Gefangenen Widerstand .
LK[V]MF[SO]Q	base-vlight	3	4	Leisten die Gefangenen Widerstand ?
MF[SO]VC[V]	base-vlight	3	4	Weil die Gefangenen Widerstand leisten .
VF[S]LK[V]MF[O]	base-vlight	2	4	Der Autor übt Kritik .
VF[O]LK[V]MF[S]	base-vlight	4	1	Kritik übt der Autor .
LK[V]MF[SO]	base-vlight	4	5	Deshalb übt der Autor Kritik .
LK[V]MF[SO]Q	base-vlight	3	4	Übt der Autor Kritik ?
MF[SO]VC[V]	base-vlight	3	4	Weil der Autor Kritik übt .
VF[S]LK[V]MF[O]	base-vlight	2	4	Der Mountainbiker treibt Sport .
VF[O]LK[V]MF[S]	base-vlight	4	1	Sport treibt der Mountainbiker .
LK[V]MF[SO]	base-vlight	4	5	Deshalb treibt der Mountainbiker Sport .
LK[V]MF[SO]Q	base-vlight	3	4	Treibt der Mountainbiker Sport ?
MF[SO]VC[V]	base-vlight	3	4	Weil der Mountainbiker Sport treibt .
VF[S]LK[V]MF[O]	base-vlight	2	4	Der Pressesprecher bezieht Stellung .
VF[O]LK[V]MF[S]	base-vlight	4	1	Stellung bezieht der Pressesprecher .
LK[V]MF[SO]	base-vlight	4	5	Deshalb bezieht der Pressesprecher Stellung .
LK[V]MF[SO]Q	base-vlight	3	4	Bezieht der Pressesprecher Stellung ?
MF[SO]VC[V]	base-vlight	3	4	Weil der Pressesprecher Stellung bezieht .
VF[S]LK[V]MF[O]	dat-vlight	2	5	Die Beteiligung dient der Sache .
VF[O]LK[V]MF[S]	dat-vlight	5	2	Der Sache dient die Beteiligung .
LK[V]MF[SO]	dat-vlight	4	6	Deshalb dient die Beteiligung der Sache .
LK[V]MF[SO]Q	dat-vlight	3	5	Dient die Beteiligung der Sache ?
MF[SO]VC[V]	dat-vlight	3	5	Weil die Beteiligung der Sache dient .
VF[S]LK[V]MF[O]	dat-vlight	2	5	Die Aussage entspricht der Wahrheit .
VF[O]LK[V]MF[S]	dat-vlight	5	2	Der Wahrheit entspricht die Aussage .
LK[V]MF[SO]	dat-vlight	4	6	Deshalb entspricht die Aussage der Wahrheit .
LK[V]MF[SO]Q	dat-vlight	3	5	Entspricht die Aussage der Wahrheit ?
MF[SO]VC[V]	dat-vlight	3	5	Weil die Aussage der Wahrheit entspricht .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Menschen machen Fehler .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Fehler machen die Menschen .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb machen die Menschen Fehler .
LK[V]MF[SO]Q	amb-vlight	3	4	Machen die Menschen Fehler ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Menschen Fehler machen .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Gauner begehen Verbrechen .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Verbrechen begehen die Gauner .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb begehen die Gauner Verbrechen .
LK[V]MF[SO]Q	amb-vlight	3	4	Begehen die Gauner Verbrechen ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Gauner Verbrechen begehen .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Chefin trifft Entscheidung .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Entscheidung trifft die Chefin .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb trifft die Chefin Entscheidung .
LK[V]MF[SO]Q	amb-vlight	3	4	Trifft die Chefin Entscheidung ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Chefin Entscheidung trifft .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Anwälte stellen Anträge .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Anträge stellen die Anwälte .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb stellen die Anwälte Anträge .
LK[V]MF[SO]Q	amb-vlight	3	4	Stellen die Anwälte Anträge ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Anwälte Anträge stellen .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Schüler stellen Fragen .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Fragen stellen die Schüler .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb stellen die Schüler Fragen .
LK[V]MF[SO]Q	amb-vlight	3	4	Stellen die Schüler Fragen ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Schüler Fragen stellen .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Sachbearbeiter erteilen Aufträge .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Aufträge erteilen die Sachbearbeiter .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb erteilen die Sachbearbeiter Aufträge .
LK[V]MF[SO]Q	amb-vlight	3	4	Erteilen die Sachbearbeiter Aufträge ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Sachbearbeiter Aufträge erteilen .
VF[S]LK[V]MF[O]	amb-vlight	2	5	Das Tier spielt eine Rolle .
VF[O]LK[V]MF[S]	amb-vlight	5	2	Eine Rolle spielt das Tier .
LK[V]MF[SO]	amb-vlight	4	6	Deshalb spielt das Tier eine Rolle .
LK[V]MF[SO]Q	amb-vlight	3	5	Spielt das Tier eine Rolle ?
MF[SO]VC[V]	amb-vlight	3	5	Weil das Tier eine Rolle spielt .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Kollegin nimmt Rücksicht .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Rücksicht nimmt die Kollegin .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb nimmt die Kollegin Rücksicht .
LK[V]MF[SO]Q	amb-vlight	3	4	Nimmt die Kollegin Rücksicht ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Kollegin Rücksicht nimmt .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Freundin nimmt Abschied .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Abschied nimmt die Freundin .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb nimmt die Freundin Abschied .
LK[V]MF[SO]Q	amb-vlight	3	4	Nimmt die Freundin Abschied ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Freundin Abschied nimmt .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Kandidaten hegen Hoffnungen .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Hoffnungen hegen die Kandidaten .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb hegen die Kandidaten Hoffnungen .
LK[V]MF[SO]Q	amb-vlight	3	4	Hegen die Kandidaten Hoffnungen ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Kandidaten Hoffnungen hegen .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Politikerin nimmt Einfluss .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Einfluss nimmt die Politikerin .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb nimmt die Politikerin Einfluss .
LK[V]MF[SO]Q	amb-vlight	3	4	Nimmt die Politikerin Einfluss ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Politikerin Einfluss nimmt .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Gefangene leistet Widerstand .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Widerstand leistet die Gefangene .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb leistet die Gefangene Widerstand .
LK[V]MF[SO]Q	amb-vlight	3	4	Leistet die Gefangene Widerstand ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Gefangene Widerstand leistet .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Autorin übt Kritik .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Kritik übt die Autorin .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb übt die Autorin Kritik .
LK[V]MF[SO]Q	amb-vlight	3	4	Übt die Autorin Kritik ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Autorin Kritik übt .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Mountainbikerin treibt Sport .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Sport treibt die Mountainbikerin .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb treibt die Mountainbikerin Sport .
LK[V]MF[SO]Q	amb-vlight	3	4	Treibt die Mountainbikerin Sport ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Mountainbikerin Sport treibt .
VF[S]LK[V]MF[O]	amb-vlight	2	4	Die Pressesprecherin bezieht Stellung .
VF[O]LK[V]MF[S]	amb-vlight	4	1	Stellung bezieht die Pressesprecherin .
LK[V]MF[SO]	amb-vlight	4	5	Deshalb bezieht die Pressesprecherin Stellung .
LK[V]MF[SO]Q	amb-vlight	3	4	Bezieht die Pressesprecherin Stellung ?
MF[SO]VC[V]	amb-vlight	3	4	Weil die Pressesprecherin Stellung bezieht .
VF[S]LK[V]MF[O]	aux-vlight	2	5	Der Mensch wird einen Fehler machen .
VF[O]LK[V]MF[S]	aux-vlight	5	2	Einen Fehler wird der Mensch machen .
LK[V]MF[SO]	aux-vlight	4	6	Deshalb wird der Mensch einen Fehler machen .
LK[V]MF[SO]Q	aux-vlight	3	5	Wird der Mensch einen Fehler machen ?
MF[SO]VC[V]	aux-vlight	3	5	Weil der Mensch einen Fehler machen wird .
VF[S]LK[V]MF[O]	aux-vlight	2	5	Der Gauner wird ein Verbrechen begehen .
VF[O]LK[V]MF[S]	aux-vlight	5	2	Ein Verbrechen wird der Gauner begehen .
LK[V]MF[SO]	aux-vlight	4	6	Deshalb wird der Gauner ein Verbrechen begehen .
LK[V]MF[SO]Q	aux-vlight	3	5	Wird der Gauner ein Verbrechen begehen ?
MF[SO]VC[V]	aux-vlight	3	5	Weil der Gauner ein Verbrechen begehen wird .
VF[S]LK[V]MF[O]	aux-vlight	2	5	Die Chefinnen werden eine Entscheidung treffen .
VF[O]LK[V]MF[S]	aux-vlight	5	2	Eine Entscheidung werden die Chefinnen treffen .
LK[V]MF[SO]	aux-vlight	4	6	Deshalb werden die Chefinnen eine Entscheidung treffen .
LK[V]MF[SO]Q	aux-vlight	3	5	Werden die Chefinnen eine Entscheidung treffen ?
MF[SO]VC[V]	aux-vlight	3	5	Weil die Chefinnen eine Entscheidung treffen werden .
VF[S]LK[V]MF[O]	aux-vlight	2	5	Der Anwalt wird einen Antrag stellen .
VF[O]LK[V]MF[S]	aux-vlight	5	2	Einen Antrag wird der Anwalt stellen .
LK[V]MF[SO]	aux-vlight	4	6	Deshalb wird der Anwalt einen Antrag stellen .
LK[V]MF[SO]Q	aux-vlight	3	5	Wird der Anwalt einen Antrag stellen ?
MF[SO]VC[V]	aux-vlight	3	5	Weil der Anwalt einen Antrag stellen wird .
VF[S]LK[V]MF[O]	aux-vlight	2	5	Die Schüler werden eine Frage stellen .
VF[O]LK[V]MF[S]	aux-vlight	5	2	Eine Frage werden die Schüler stellen .
LK[V]MF[SO]	aux-vlight	4	6	Deshalb werden die Schüler eine Frage stellen .
LK[V]MF[SO]Q	aux-vlight	3	5	Werden die Schüler eine Frage stellen ?
MF[SO]VC[V]	aux-vlight	3	5	Weil die Schüler eine Frage stellen werden .
VF[S]LK[V]MF[O]	aux-vlight	2	5	Der Sachbearbeiter wird einen Auftrag erteilen .
VF[O]LK[V]MF[S]	aux-vlight	5	2	Einen Auftrag wird der Sachbearbeiter erteilen .
LK[V]MF[SO]	aux-vlight	4	6	Deshalb wird der Sachbearbeiter einen Auftrag erteilen .
LK[V]MF[SO]Q	aux-vlight	3	5	Wird der Sachbearbeiter einen Auftrag erteilen ?
MF[SO]VC[V]	aux-vlight	3	5	Weil der Sachbearbeiter einen Auftrag erteilen wird .
VF[S]LK[V]MF[O]	aux-vlight	2	5	Die Tiere werden eine Rolle spielen .
VF[O]LK[V]MF[S]	aux-vlight	5	2	Eine Rolle werden die Tiere spielen .
LK[V]MF[SO]	aux-vlight	4	6	Deshalb werden die Tiere eine Rolle spielen .
LK[V]MF[SO]Q	aux-vlight	3	5	Werden die Tiere eine Rolle spielen ?
MF[SO]VC[V]	aux-vlight	3	5	Weil die Tiere eine Rolle spielen werden .
VF[S]LK[V]MF[O]	aux-vlight	2	4	Die Kollegen werden Rücksicht nehmen .
VF[O]LK[V]MF[S]	aux-vlight	4	1	Rücksicht werden die Kollegen nehmen .
LK[V]MF[SO]	aux-vlight	4	5	Deshalb werden die Kollegen Rücksicht nehmen .
LK[V]MF[SO]Q	aux-vlight	3	4	Werden die Kollegen Rücksicht nehmen ?
MF[SO]VC[V]	aux-vlight	3	4	Weil die Kollegen Rücksicht nehmen werden .
VF[S]LK[V]MF[O]	aux-vlight	2	4	Die Freundinnen werden Abschied nehmen .
VF[O]LK[V]MF[S]	aux-vlight	4	1	Abschied werden die Freundinnen nehmen .
LK[V]MF[SO]	aux-vlight	4	5	Deshalb werden die Freundinnen Abschied nehmen .
LK[V]MF[SO]Q	aux-vlight	3	4	Werden die Freundinnen Abschied nehmen ?
MF[SO]VC[V]	aux-vlight	3	4	Weil die Freundinnen Abschied nehmen werden .
VF[S]LK[V]MF[O]	aux-vlight	2	4	Der Kandidat wird Hoffnungen hegen .
VF[O]LK[V]MF[S]	aux-vlight	4	1	Hoffnungen wird der Kandidat hegen .
LK[V]MF[SO]	aux-vlight	4	5	Deshalb wird der Kandidat Hoffnungen hegen .
LK[V]MF[SO]Q	aux-vlight	3	4	Wird der Kandidat Hoffnungen hegen ?
MF[SO]VC[V]	aux-vlight	3	4	Weil der Kandidat Hoffnungen hegen wird .
VF[S]LK[V]MF[O]	aux-vlight	2	4	Die Politiker werden Einfluss nehmen .
VF[O]LK[V]MF[S]	aux-vlight	4	1	Einfluss werden die Politiker nehmen .
LK[V]MF[SO]	aux-vlight	4	5	Deshalb werden die Politiker Einfluss nehmen .
LK[V]MF[SO]Q	aux-vlight	3	4	Werden die Politiker Einfluss nehmen ?
MF[SO]VC[V]	aux-vlight	3	4	Weil die Politiker Einfluss nehmen werden .
VF[S]LK[V]MF[O]	aux-vlight	2	4	Die Gefangenen werden Widerstand leisten .
VF[O]LK[V]MF[S]	aux-vlight	4	1	Widerstand werden die Gefangenen leisten .
LK[V]MF[SO]	aux-vlight	4	5	Deshalb werden die Gefangenen Widerstand leisten .
LK[V]MF[SO]Q	aux-vlight	3	4	Werden die Gefangenen Widerstand leisten ?
MF[SO]VC[V]	aux-vlight	3	4	Weil die Gefangenen Widerstand leisten werden .
VF[S]LK[V]MF[O]	aux-vlight	2	4	Der Autor wird Kritik üben .
VF[O]LK[V]MF[S]	aux-vlight	4	1	Kritik wird der Autor üben .
LK[V]MF[SO]	aux-vlight	4	5	Deshalb wird der Autor Kritik üben .
